"pack_id","pack_name","pack_round_type","question_id","question_round_type","answer_type","question_text","option_a","option_b","option_c","option_d","answer_index","answer_text","accepted_answers","explanation","audio_path","image_path","media_duration_ms","audio_clip_type"
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__be_more_chill__i_love_play_rehearsal__v1","general","text","Name the musical theatre song from these lyrics.

I have mad, gigantic feelings,
Red and frantic feelings,
About most everything","","","","","","I Love Play Rehearsal","","The correct answer is ""I Love Play Rehearsal"" from Be More Chill.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__be_more_chill__michael_in_the_bathroom__v1","general","text","Which show tune includes these lyrics?

But I'd rather fake pee than stand awkwardly
Or pretend to check a text on my phone","","","","","","Michael in the Bathroom","","The correct answer is ""Michael in the Bathroom"" from Be More Chill.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__beauty_and_the_beast__be_our_guest__v1","general","text","Identify the musical theatre song from this lyric extract.

They can sing, they can dance
After all, Miss, this is France","","","","","","Be Our Guest","","The correct answer is ""Be Our Guest"" from Beauty and the Beast.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__beauty_and_the_beast__beauty_and_the_beast__v1","general","text","What is the title of the song containing these lyrics?

Certain as the sun
Rising in the east","","","","","","Beauty and the Beast","","The correct answer is ""Beauty and the Beast"" from Beauty and the Beast.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__billy_elliot__electricity__v1","general","text","Which musical theatre song contains these lyrics?

It's like that there's a music, playing in your ear
And I'm listening, and I'm listening, and then I disappear","","","","","","Electricity","","The correct answer is ""Electricity"" from Billy Elliot.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__billy_elliot__expressing_yourself__v1","general","text","Name the musical theatre song from these lyrics.

What is wrong with dressing up in satin and lace?
Get some earrings, some mascara, heels and a fan.","","","","","","Expressing Yourself","","The correct answer is ""Expressing Yourself"" from Billy Elliot.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__billy_elliot__letter__v1","general","text","Which show tune includes these lyrics?

Missed your stamping and your shouting
I have missed telling you off","","","","","","Letter","","The correct answer is ""Letter"" from Billy Elliot.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__blood_brothers__bright_new_day__v1","general","text","Identify the musical theatre song from this lyric extract.

Where we can begin again,
Feel we can win and then
Live just like livin' should be.","","","","","","Bright New Day","","The correct answer is ""Bright New Day"" from Blood Brothers.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__blood_brothers__easy_terms__v1","general","text","What is the title of the song containing these lyrics?

Living on the never never,
Constant as the changing weather","","","","","","Easy Terms","","The correct answer is ""Easy Terms"" from Blood Brothers.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__blood_brothers__i_m_not_saying_a_word__v1","general","text","Which musical theatre song contains these lyrics?

I'd take a page in all the papers
I'd announce it in the news
If it was the guy, if I was in his shoes","","","","","","I'm Not Saying a Word","","The correct answer is ""I'm Not Saying a Word"" from Blood Brothers.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__blood_brothers__marilyn_monroe__v1","general","text","Name the musical theatre song from these lyrics.

By the time I was twenty-five
I looked like forty-two
With seven hungry mouths to feed
And one more nearly due","","","","","","Marilyn Monroe","","The correct answer is ""Marilyn Monroe"" from Blood Brothers.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__blood_brothers__tell_me_it_s_not_true__v1","general","text","Which show tune includes these lyrics?

Say it's just two clowns,
Who couldn't get their lines right","","","","","","Tell Me It's Not True","","The correct answer is ""Tell Me It's Not True"" from Blood Brothers.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__cabaret__cabaret__v1","general","text","Identify the musical theatre song from this lyric extract.

Put down the knitting, the book and the broom
It's time for a holiday","","","","","","Cabaret","","The correct answer is ""Cabaret"" from Cabaret.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__cabaret__maybe_this_time__v1","general","text","What is the title of the song containing these lyrics?

He will hold me fast
I'll be home at last","","","","","","Maybe this Time","","The correct answer is ""Maybe this Time"" from Cabaret.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__camelot__if_ever_i_would_leave_you__v1","general","text","Which musical theatre song contains these lyrics?

I've seen how you sparkle
When fall nips the air.
I know you in autumn
And I must be there.","","","","","","If Ever I Would Leave You","","The correct answer is ""If Ever I Would Leave You"" from Camelot.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__candide__glitter_and_be_gay__v1","general","text","Name the musical theatre song from these lyrics.

Pearls and ruby rings...
Ah, how can worldly things
Take the place of honour lost?","","","","","","Glitter And Be Gay","","The correct answer is ""Glitter And Be Gay"" from Candide.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__carousel__if_i_loved_you__v1","general","text","Which show tune includes these lyrics?

Words wouldn't come in an easy way
Round in circles I'd go!","","","","","","If I Loved You","","The correct answer is ""If I Loved You"" from Carousel.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__carousel__june_is_bustin_out_all_over__v1","general","text","Identify the musical theatre song from this lyric extract.

March went out like a lion
A-whippin' up the water in the bay
Then April cried and stepped aside,
And along come pretty little May!","","","","","","June Is Bustin' Out All Over","","The correct answer is ""June Is Bustin' Out All Over"" from Carousel.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__carousel__you_ll_never_walk_alone__v1","general","text","What is the title of the song containing these lyrics?

At the end of the storm
Is a golden sky","","","","","","You'll Never Walk Alone","","The correct answer is ""You'll Never Walk Alone"" from Carousel.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__cats__bustopher_jones__v1","general","text","Which musical theatre song contains these lyrics?

He's the cat we all greet as he walks down the street
In his coat of fastidious black","","","","","","Bustopher Jones","","The correct answer is ""Bustopher Jones"" from Cats.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__cats__macavity_the_mystery_cat__v1","general","text","Name the musical theatre song from these lyrics.

He's broken every human law
He breaks the law of gravity","","","","","","Macavity The Mystery Cat","","The correct answer is ""Macavity The Mystery Cat"" from Cats.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__cats__memory__v1","general","text","Which show tune includes these lyrics?

Burnt out ends of smoky days
The stale, cold smell of morning","","","","","","Memory","","The correct answer is ""Memory"" from Cats.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__cats__mr_mistoffelees__v1","general","text","Identify the musical theatre song from this lyric extract.

He can pick any card from a pack
He is equally cunning with dice","","","","","","Mr. Mistoffelees","","The correct answer is ""Mr. Mistoffelees"" from Cats.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chess__anthem__v1","general","text","What is the title of the song containing these lyrics?

And you ask me why I love her
Through wars, death and despair","","","","","","Anthem","","The correct answer is ""Anthem"" from Chess.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chess__i_know_him_so_well__v1","general","text","Which musical theatre song contains these lyrics?

Wanting far too much for far too long.
Looking back I could have played it differently","","","","","","I Know Him So Well","","The correct answer is ""I Know Him So Well"" from Chess.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chess__nobody_s_side__v1","general","text","Name the musical theatre song from these lyrics.

Everybody's playing the game
But nobody's rules are the same","","","","","","Nobody's Side","","The correct answer is ""Nobody's Side"" from Chess.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chess__one_night_in_bangkok__v1","general","text","Which show tune includes these lyrics?

You'll find a god in every golden cloister
And if you're lucky then the god's a she
I can feel an angel sliding up to me","","","","","","One Night in Bangkok","","The correct answer is ""One Night in Bangkok"" from Chess.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chicago__all_that_jazz__v1","general","text","Identify the musical theatre song from this lyric extract.

It's just a noisy hall
Where there's a nightly brawl","","","","","","All That Jazz","","The correct answer is ""All That Jazz"" from Chicago.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chicago__cell_block_tango__v1","general","text","What is the title of the song containing these lyrics?

Pop! Six! Squish! Uh uh! Cicero, Lipschitz!","","","","","","Cell Block Tango","","The correct answer is ""Cell Block Tango"" from Chicago.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chicago__cell_block_tango__v2","general","text","Which musical theatre song contains these lyrics?

If you'd have been there, if you'd have heard it
I betcha you would have done the same","","","","","","Cell Block Tango","","The correct answer is ""Cell Block Tango"" from Chicago.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chicago__class__v1","general","text","Name the musical theatre song from these lyrics.

Whatever happened to fair dealing?
And pure ethics?
And nice manners?","","","","","","Class","","The correct answer is ""Class"" from Chicago.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chicago__mr_cellophane__v1","general","text","Which show tune includes these lyrics?

If someone in the movie show
Yelled ""Fire in the second row","","","","","","Mr. Cellophane","","The correct answer is ""Mr. Cellophane"" from Chicago.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chicago__razzle_dazzle__v1","general","text","Identify the musical theatre song from this lyric extract.

What if your hinges all are rusting?
What if, in fact, you're just disgusting ?","","","","","","Razzle Dazzle","","The correct answer is ""Razzle Dazzle"" from Chicago.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chicago__we_both_reached_for_the_gun__v1","general","text","What is the title of the song containing these lyrics?

Though my choo-choo jumped my track
I'd give my life to bring him back","","","","","","We Both Reached for the Gun","","The correct answer is ""We Both Reached for the Gun"" from Chicago.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__chicago__when_you_re_good_to_mama__v1","general","text","Which musical theatre song contains these lyrics?

They say that life is tit for tat
And that's the way I live","","","","","","When You're Good to Mama","","The correct answer is ""When You're Good to Mama"" from Chicago.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__closer_than_ever__the_bear_the_tiger_the_hamster_and_the_mole__v1","general","text","Name the musical theatre song from these lyrics.

The bitch, the vixen, the queen bee, and the shrew
What men have done to those fine words, we never can undo","","","","","","The Bear, the Tiger, the Hamster and the Mole","","The correct answer is ""The Bear, the Tiger, the Hamster and the Mole"" from Closer Than Ever.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__closer_than_ever__life_story__v1","general","text","Which show tune includes these lyrics?

So now my son's half way through college
I pay tuition like a fine","","","","","","Life Story","","The correct answer is ""Life Story"" from Closer Than Ever.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__closer_than_ever__miss_byrd__v1","general","text","Identify the musical theatre song from this lyric extract.

At work I'm hardly seen
I come and go
But I know something that people don't know","","","","","","Miss Byrd","","The correct answer is ""Miss Byrd"" from Closer Than Ever.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__come_from_away__welcome_to_the_rock__v1","general","text","What is the title of the song containing these lyrics?

Welcome to the fog, welcome to the trees,
to the ocean and the sky, and whatever's in between.","","","","","","Welcome to the Rock","","The correct answer is ""Welcome to the Rock"" from Come From Away.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__company__another_hundred_people__v1","general","text","Which musical theatre song contains these lyrics?

It's a city of strangers,
Some come to work, some to play.","","","","","","Another Hundred People","","The correct answer is ""Another Hundred People"" from Company.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__company__another_hundred_people__v2","general","text","Name the musical theatre song from these lyrics.

Did you get my message? 'Cause I looked in vain.
Can we see each other Tuesday if it doesn't rain?","","","","","","Another Hundred People","","The correct answer is ""Another Hundred People"" from Company.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__company__being_alive__v1","general","text","Which show tune includes these lyrics?

Someone you have to let in,
Someone whose feelings you spare","","","","","","Being Alive","","The correct answer is ""Being Alive"" from Company.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__company__being_alive__v2","general","text","Identify the musical theatre song from this lyric extract.

I'll always be there,
As frightened as you,
To help us survive","","","","","","Being Alive","","The correct answer is ""Being Alive"" from Company.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__company__getting_married_today__v1","general","text","What is the title of the song containing these lyrics?

But I thank you all
For the gifts and the flowers","","","","","","Getting Married Today","","The correct answer is ""Getting Married Today"" from Company.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__company__getting_married_today__v2","general","text","Which musical theatre song contains these lyrics?

The heart sinks down and feels dead
This dreadful day.","","","","","","Getting Married Today","","The correct answer is ""Getting Married Today"" from Company.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__company__ladies_who_lunch__v1","general","text","Name the musical theatre song from these lyrics.

Does anyone still wear a hat?","","","","","","Ladies Who Lunch","","The correct answer is ""Ladies Who Lunch"" from Company.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__company__ladies_who_lunch__v2","general","text","Which show tune includes these lyrics?

Look into their eyes,
And you'll see what they know:
Everybody dies.","","","","","","Ladies Who Lunch","","The correct answer is ""Ladies Who Lunch"" from Company.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__company__marry_me_a_little__v1","general","text","Identify the musical theatre song from this lyric extract.

Keep a tender distance
So we'll both be free","","","","","","Marry Me a Little","","The correct answer is ""Marry Me a Little"" from Company.","","","",""
"waxing_lyrical_text","Waxing Lyrical (Text)","general","lyric_song_titles_text__company__sorry_grateful__v1","general","text","What is the title of the song containing these lyrics?

Everything's different, nothing's changed.
Only maybe slightly rearranged.","","","","","","Sorry-Grateful","","The correct answer is ""Sorry-Grateful"" from Company.","","","",""
